probe_set,gene_id
Mtr.22278.1.S1_at,Medtr1g101020.1
Mtr.22278.1.S1_at,Medtr1g101000.1
Mtr.22278.1.S1_at,Medtr1g101000.3
Mtr.22278.1.S1_at,Medtr1g101000.2
Mtr.22279.1.S1_at,Medtr1g101030.1
Mtr.2228.1.S1_at,Medtr2g094620.3
Mtr.2228.1.S1_at,Medtr2g094620.1
Mtr.2228.1.S1_at,Medtr2g094620.2
Mtr.22280.1.S1_at,Medtr1g101040.1
Mtr.22280.1.S1_s_at,Medtr1g101040.1
Mtr.22280.1.S1_s_at,Medtr6g072490.1
Mtr.22280.1.S1_s_at,Medtr1g101050.1
Mtr.22285.1.S1_s_at,Medtr3g035330.1
Mtr.22285.1.S1_s_at,Medtr5g084490.1
Mtr.22286.1.S1_at,Medtr3g035335.1
Mtr.22294.1.S1_at,Medtr0002s0140.1
Mtr.22296.1.S1_at,Medtr3g035450.1
Mtr.22297.1.S1_at,Medtr3g035480.1
Mtr.22298.1.S1_at,Medtr0002s0100.1
Mtr.22299.1.S1_at,Medtr3g035510.1
Mtr.22299.1.S1_at,Medtr0002s0090.1
Mtr.223.1.S1_at,Medtr1g088420.1
Mtr.22304.1.S1_at,Medtr2g062800.1
Mtr.22305.1.S1_at,Medtr2g062810.1
Mtr.22306.1.S1_at,Medtr2g062820.1
Mtr.22308.1.S1_at,Medtr2g062850.1
Mtr.22309.1.S1_at,Medtr2g062860.1
Mtr.22309.1.S1_at,Medtr2g062860.2
Mtr.22310.1.S1_at,Medtr2g062865.1
Mtr.22311.1.S1_at,Medtr2g062870.1
Mtr.22312.1.S1_at,Medtr2g062880.1
Mtr.22312.1.S1_at,Medtr2g062880.3
Mtr.22312.1.S1_at,Medtr2g062880.2
Mtr.22312.1.S1_at,Medtr7g033530.1
Mtr.22314.1.S1_at,Medtr2g062920.3
Mtr.22314.1.S1_at,Medtr2g062920.1
Mtr.22314.1.S1_at,Medtr2g062920.2
Mtr.22315.1.S1_at,Medtr4g051375.1
Mtr.22317.1.S1_at,Medtr2g063010.1
Mtr.2232.1.S1_s_at,Medtr4g088255.2
Mtr.2232.1.S1_s_at,Medtr4g088255.1
Mtr.22321.1.S1_at,Medtr2g063055.1
Mtr.22322.1.S1_at,Medtr3g106080.1
Mtr.22323.1.S1_at,Medtr3g106080.1
Mtr.22325.1.S1_at,Medtr3g106100.1
Mtr.22327.1.S1_at,Medtr3g106115.1
Mtr.22327.1.S1_at,Medtr2g009130.1
Mtr.22327.1.S1_at,Medtr5g015920.1
Mtr.22329.1.S1_at,Medtr3g106130.2
Mtr.22329.1.S1_at,Medtr3g106130.1
Mtr.2233.1.S1_at,Medtr8g038715.1
Mtr.22332.1.S1_at,Medtr3g104370.1
Mtr.22335.1.S1_at,Medtr3g104420.1
Mtr.22336.1.S1_at,Medtr3g104445.1
Mtr.22337.1.S1_s_at,Medtr3g104470.1
Mtr.22338.1.S1_at,Medtr3g104475.1
Mtr.22340.1.S1_at,Medtr3g104480.1
Mtr.22341.1.S1_at,Medtr3g104510.1
Mtr.22343.1.S1_at,Medtr7g083450.1
Mtr.22346.1.S1_at,Medtr7g083480.1
Mtr.22348.1.S1_at,Medtr7g083500.1
Mtr.2235.1.S1_at,Medtr2g078010.2
Mtr.22350.1.S1_at,Medtr7g083560.2
Mtr.22350.1.S1_at,Medtr7g083560.1
Mtr.22351.1.S1_at,Medtr7g083570.1
Mtr.22352.1.S1_at,Medtr7g083575.1
Mtr.22353.1.S1_at,Medtr7g083580.1
Mtr.22354.1.S1_at,Medtr7g083585.1
Mtr.22355.1.S1_at,Medtr7g083590.1
Mtr.22358.1.S1_at,Medtr7g083640.1
Mtr.22364.1.S1_at,Medtr3g026780.1
Mtr.22365.1.S1_at,Medtr3g026775.1
Mtr.22373.1.S1_at,Medtr3g026690.1
Mtr.22375.1.S1_at,Medtr3g026660.2
Mtr.22375.1.S1_at,Medtr3g026660.1
Mtr.22376.1.S1_at,Medtr3g026650.1
Mtr.22379.1.S1_s_at,Medtr3g026620.1
Mtr.2238.1.S1_s_at,Medtr4g029600.1
Mtr.22382.1.S1_at,Medtr6g051670.1
Mtr.22383.1.S1_x_at,Medtr6g051690.1
Mtr.22389.1.S1_at,Medtr6g051840.1
Mtr.2239.1.S1_at,Medtr4g124660.3
Mtr.22392.1.S1_at,Medtr6g051800.1
Mtr.22393.1.S1_at,Medtr6g051800.1
Mtr.22394.1.S1_at,Medtr6g051770.1
Mtr.22397.1.S1_at,Medtr6g051970.1
Mtr.22399.1.S1_s_at,Medtr5g084640.1
Mtr.22399.1.S1_s_at,Medtr5g006830.1
Mtr.2240.1.S1_at,Medtr1g088150.1
Mtr.22401.1.S1_at,Medtr6g051915.1
Mtr.22402.1.S1_at,Medtr6g051900.1
Mtr.22408.1.S1_x_at,Medtr6g472270.1
Mtr.22408.1.S1_x_at,Medtr6g472220.1
Mtr.22411.1.S1_at,Medtr6g472300.1
Mtr.22411.1.S1_at,Medtr6g472230.1
Mtr.22413.1.S1_at,Medtr6g472310.1
Mtr.22414.1.S1_s_at,Medtr6g472250.1
Mtr.2242.1.S1_at,Medtr6g029240.1
Mtr.22420.1.S1_at,Medtr6g071430.3
Mtr.22420.1.S1_at,Medtr6g071430.4
Mtr.22420.1.S1_at,Medtr6g071430.5
Mtr.22420.1.S1_at,Medtr6g071430.1
Mtr.22420.1.S1_at,Medtr6g071430.2
Mtr.22421.1.S1_at,Medtr6g071420.1
Mtr.22421.1.S1_at,Medtr6g070880.1
Mtr.22422.1.S1_at,Medtr6g070890.1
Mtr.22422.1.S1_at,Medtr6g071410.1
Mtr.22423.1.S1_at,Medtr6g070900.1
Mtr.22423.1.S1_at,Medtr6g071400.1
Mtr.22428.1.S1_at,Medtr5g046230.1
Mtr.22429.1.S1_s_at,Medtr5g046240.1
Mtr.22429.1.S1_s_at,Medtr1g031840.1
Mtr.2243.1.S1_at,Medtr7g064020.1
Mtr.22430.1.S1_at,Medtr5g046245.1
Mtr.22432.1.S1_s_at,Medtr5g046300.1
Mtr.22432.1.S1_s_at,Medtr5g046290.1
Mtr.22432.1.S1_s_at,Medtr5g046280.1
Mtr.22432.1.S1_s_at,Medtr5g046260.1
Mtr.22444.1.S1_at,Medtr4g127560.1
Mtr.22445.1.S1_at,Medtr4g127490.2
Mtr.22445.1.S1_at,Medtr4g127490.1
Mtr.22447.1.S1_s_at,Medtr4g127630.1
Mtr.22448.1.S1_s_at,Medtr4g127620.1
Mtr.2245.1.S1_at,Medtr4g017790.1
Mtr.22450.1.S1_at,Medtr4g127550.1
Mtr.22451.1.S1_at,Medtr4g127570.1
Mtr.22452.1.S1_at,Medtr4g127510.1
Mtr.22453.1.S1_at,Medtr4g127565.1
Mtr.22454.1.S1_at,Medtr8g072550.1
Mtr.22455.1.S1_at,Medtr8g072560.1
Mtr.22457.1.S1_at,Medtr8g072590.1
Mtr.22458.1.S1_at,Medtr8g072600.1
Mtr.22458.1.S1_at,Medtr8g072600.2
Mtr.22459.1.S1_at,Medtr8g072610.1
Mtr.22460.1.S1_at,Medtr8g072670.1
Mtr.22461.1.S1_at,Medtr8g072680.4
Mtr.22462.1.S1_at,Medtr8g072710.1
Mtr.22462.1.S1_at,Medtr8g072710.2
Mtr.22463.1.S1_at,Medtr8g072720.1
Mtr.22467.1.S1_at,Medtr8g072810.1
Mtr.22478.1.S1_at,Medtr1g072330.1
Mtr.22479.1.S1_at,Medtr1g072320.1
Mtr.2248.1.S1_at,Medtr1g060890.1
Mtr.22480.1.S1_s_at,Medtr1g072260.1
Mtr.22488.1.S1_at,Medtr7g081490.1
Mtr.2249.1.S1_at,Medtr7g115350.4
Mtr.2249.1.S1_at,Medtr7g115350.6
Mtr.2249.1.S1_at,Medtr7g115350.2
Mtr.2249.1.S1_at,Medtr7g115350.8
Mtr.2249.1.S1_at,Medtr7g115350.1
Mtr.2249.1.S1_at,Medtr7g115350.3
Mtr.2249.1.S1_at,Medtr7g115350.5
Mtr.2249.1.S1_at,Medtr7g115350.7
Mtr.22490.1.S1_s_at,Medtr7g081380.1
Mtr.22495.1.S1_s_at,Medtr3g109390.1
Mtr.22495.1.S1_s_at,Medtr3g109390.6
Mtr.22495.1.S1_s_at,Medtr3g109390.4
Mtr.22495.1.S1_s_at,Medtr3g109390.3
Mtr.22495.1.S1_s_at,Medtr3g109390.5
Mtr.22495.1.S1_s_at,Medtr3g109390.2
Mtr.22496.1.S1_at,Medtr3g109375.1
Mtr.22498.1.S1_at,Medtr3g109350.1
Mtr.22499.1.S1_at,Medtr3g109340.2
Mtr.22499.1.S1_at,Medtr3g109340.1
Mtr.22499.1.S1_s_at,Medtr3g109340.2
Mtr.22499.1.S1_s_at,Medtr3g109340.1
Mtr.2250.1.S1_at,Medtr7g013710.1
Mtr.22500.1.S1_at,Medtr3g109330.1
Mtr.22500.1.S1_at,Medtr3g109330.2
Mtr.22500.1.S1_at,Medtr3g109330.3
Mtr.22501.1.S1_at,Medtr1g050760.1
Mtr.22501.1.S1_at,Medtr1g050760.3
Mtr.22501.1.S1_at,Medtr1g050760.5
Mtr.22501.1.S1_at,Medtr1g050760.2
Mtr.22501.1.S1_at,Medtr1g050760.4
Mtr.22503.1.S1_at,Medtr1g050480.1
Mtr.22506.1.S1_at,Medtr1g050500.1
Mtr.22507.1.S1_at,Medtr1g050590.1
Mtr.2251.1.S1_at,Medtr2g015850.1
Mtr.22518.1.S1_at,Medtr4g044730.1
Mtr.22518.1.S1_x_at,Medtr4g044730.1
Mtr.2253.1.S1_at,Medtr8g032020.1
Mtr.22536.1.S1_at,Medtr5g056480.1
Mtr.22539.1.S1_at,Medtr5g056450.1
Mtr.22542.1.S1_at,Medtr5g056410.1
Mtr.22542.1.S1_x_at,Medtr5g056410.1
Mtr.22548.1.S1_at,Medtr5g056230.1
Mtr.22549.1.S1_at,Medtr5g056220.1
Mtr.2255.1.S1_at,Medtr7g057330.1
Mtr.22550.1.S1_s_at,Medtr7g089480.1
Mtr.22551.1.S1_at,Medtr7g089470.1
Mtr.22551.1.S1_s_at,Medtr7g089470.1
Mtr.22557.1.S1_at,Medtr7g089370.1
Mtr.22558.1.S1_s_at,Medtr7g089330.2
Mtr.22558.1.S1_s_at,Medtr7g089330.1
Mtr.2256.1.S1_at,Medtr8g069460.1
Mtr.22561.1.S1_at,Medtr3g110590.1
Mtr.22565.1.S1_at,Medtr3g110690.1
Mtr.22566.1.S1_at,Medtr3g110700.1
Mtr.22567.1.S1_at,Medtr3g110740.1
Mtr.22568.1.S1_at,Medtr3g110750.1
Mtr.2257.1.S1_at,Medtr8g069560.1
Mtr.22570.1.S1_at,Medtr5g032380.1
Mtr.22571.1.S1_at,Medtr5g032420.1
Mtr.22572.1.S1_at,Medtr5g032440.1
Mtr.22575.1.S1_at,Medtr5g032510.1
Mtr.22577.1.S1_at,Medtr5g032570.1
Mtr.22579.1.S1_s_at,Medtr1g083310.1
Mtr.22581.1.S1_s_at,Medtr1g083390.1
Mtr.22582.1.S1_at,Medtr1g083395.1
Mtr.22583.1.S1_s_at,Medtr1g083430.1
Mtr.22583.1.S1_s_at,Medtr1g083430.2
Mtr.22584.1.S1_at,Medtr1g083480.1
Mtr.22587.1.S1_s_at,Medtr2g007930.1
Mtr.22588.1.S1_at,Medtr2g007943.1
Mtr.22589.1.S1_at,Medtr2g007990.1
Mtr.22590.1.S1_at,Medtr2g008010.1
Mtr.22592.1.S1_at,Medtr2g008030.1
Mtr.22593.1.S1_s_at,Medtr2g008050.2
Mtr.22593.1.S1_s_at,Medtr2g008050.3
Mtr.22593.1.S1_s_at,Medtr2g008050.1
Mtr.22597.1.S1_at,Medtr2g008100.1
Mtr.22597.1.S1_s_at,Medtr2g008120.1
Mtr.22597.1.S1_s_at,Medtr2g008100.1
Mtr.22597.1.S1_s_at,Medtr6g071985.1
Mtr.22597.1.S1_s_at,Medtr6g071990.1
Mtr.22598.1.S1_at,Medtr0119s0020.1
Mtr.22598.1.S1_at,Medtr2g008110.1
Mtr.22598.1.S1_at,Medtr0119s0010.1
Mtr.22599.1.S1_at,Medtr2g008120.1
Mtr.22599.1.S1_at,Medtr6g071990.1
Mtr.2260.1.S1_at,Medtr5g069100.1
Mtr.22601.1.S1_at,Medtr7g084760.1
Mtr.22601.1.S1_s_at,Medtr7g084760.1
Mtr.22601.1.S1_s_at,Medtr7g084770.1
Mtr.22603.1.S1_at,Medtr7g084800.1
Mtr.22604.1.S1_at,Medtr7g084805.1
Mtr.22606.1.S1_at,Medtr7g084830.1
Mtr.22607.1.S1_at,Medtr7g084855.1
Mtr.22608.1.S1_at,Medtr7g084860.1
Mtr.2261.1.S1_at,Medtr3g062340.1
Mtr.22610.1.S1_at,Medtr7g084880.1
Mtr.22611.1.S1_s_at,Medtr7g084890.1
Mtr.22615.1.S1_s_at,Medtr7g084940.1
Mtr.22615.1.S1_s_at,Medtr7g084910.1
Mtr.22618.1.S1_at,Medtr1g045670.1
Mtr.22619.1.S1_at,Medtr1g045680.1
Mtr.22626.1.S1_at,Medtr1g045780.1
Mtr.22628.1.S1_at,Medtr8g012330.1
Mtr.22629.1.S1_s_at,Medtr8g012340.1
Mtr.22631.1.S1_at,Medtr8g012360.1
Mtr.22633.1.S1_at,Medtr8g012380.1
Mtr.22634.1.S1_at,Medtr8g012400.2
Mtr.22634.1.S1_at,Medtr8g012400.1
Mtr.22635.1.S1_at,Medtr8g012410.1
Mtr.22636.1.S1_at,Medtr8g012420.1
Mtr.22639.1.S1_at,Medtr8g012490.1
Mtr.22640.1.S1_at,Medtr8g012520.1
Mtr.22640.1.S1_x_at,Medtr8g012520.1
Mtr.22643.1.S1_s_at,Medtr8g012550.1
Mtr.22649.1.S1_at,Medtr4g045670.1
Mtr.2265.1.S1_at,Medtr7g027060.1
Mtr.22650.1.S1_at,Medtr2g045410.1
Mtr.22653.1.S1_at,Medtr2g045320.1
Mtr.22655.1.S1_at,Medtr2g045295.1
Mtr.22656.1.S1_s_at,Medtr2g045280.1
Mtr.22658.1.S1_at,Medtr2g045255.1
Mtr.22658.1.S1_x_at,Medtr2g045255.1
Mtr.22662.1.S1_at,Medtr8g102620.1
Mtr.22664.1.S1_at,Medtr8g102660.1
Mtr.22665.1.S1_at,Medtr8g102710.1
Mtr.22666.1.S1_at,Medtr8g102720.1
Mtr.22667.1.S1_x_at,Medtr8g102735.1
Mtr.2267.1.S1_at,Medtr8g039130.1
Mtr.22670.1.S1_at,Medtr8g102760.1
Mtr.22671.1.S1_at,Medtr8g102770.2
Mtr.22671.1.S1_at,Medtr8g102770.1
Mtr.22675.1.S1_at,Medtr8g102820.2
Mtr.22675.1.S1_at,Medtr8g102820.3
Mtr.22675.1.S1_at,Medtr8g102820.1
Mtr.22676.1.S1_at,Medtr8g102830.1
Mtr.22677.1.S1_at,Medtr8g102850.1
Mtr.22677.1.S1_at,Medtr8g102850.2
Mtr.2268.1.S1_at,Medtr8g012595.1
Mtr.22683.1.S1_s_at,Medtr6g046570.1
Mtr.22683.1.S1_s_at,Medtr6g046550.1
Mtr.22685.1.S1_at,Medtr6g046583.1
Mtr.22686.1.S1_at,Medtr6g046587.1
Mtr.22688.1.S1_at,Medtr6g046620.1
Mtr.22692.1.S1_at,Medtr6g046670.1
Mtr.22693.1.S1_s_at,Medtr4g051010.1
Mtr.22708.1.S1_at,Medtr5g047260.1
Mtr.22708.1.S1_at,Medtr5g047260.4
Mtr.22708.1.S1_at,Medtr5g047260.3
Mtr.22709.1.S1_at,Medtr5g047250.1
Mtr.2271.1.S1_at,Medtr3g013960.1
Mtr.22711.1.S1_at,Medtr5g047210.1
Mtr.22713.1.S1_s_at,Medtr4g074580.1
Mtr.22715.1.S1_s_at,Medtr8g067050.1
Mtr.22715.1.S1_s_at,Medtr8g471080.1
Mtr.22715.1.S1_s_at,Medtr8g067020.2
Mtr.22715.1.S1_s_at,Medtr8g471040.1
Mtr.22715.1.S1_s_at,Medtr8g067020.1
Mtr.22719.1.S1_s_at,Medtr2g047812.1
Mtr.2272.1.S1_at,Medtr5g027510.1
Mtr.22720.1.S1_at,Medtr8g066950.1
Mtr.22726.1.S1_at,Medtr8g066920.1
Mtr.22727.1.S1_at,Medtr8g066900.1
Mtr.2273.1.S1_at,Medtr4g121110.1
Mtr.22734.1.S1_at,Medtr4g095600.1
Mtr.22735.1.S1_s_at,Medtr3g070410.1
Mtr.22742.1.S1_at,Medtr4g095530.1
Mtr.22745.1.S1_at,Medtr4g095500.2
Mtr.22745.1.S1_at,Medtr4g095500.1
Mtr.22746.1.S1_at,Medtr4g095490.1
Mtr.22748.1.S1_s_at,Medtr5g075920.1
Mtr.22749.1.S1_at,Medtr4g095430.1
Mtr.22750.1.S1_at,Medtr4g095410.1
Mtr.22751.1.S1_at,Medtr7g111020.1
Mtr.22751.1.S1_at,Medtr7g111020.2
Mtr.22752.1.S1_s_at,Medtr7g111010.1
Mtr.22752.1.S1_s_at,Medtr7g110990.1
Mtr.22753.1.S1_at,Medtr7g111000.1
Mtr.22755.1.S1_s_at,Medtr7g110980.1
Mtr.22758.1.S1_at,Medtr7g110920.1
Mtr.22760.1.S1_at,Medtr7g110910.1
Mtr.22763.1.S1_at,Medtr7g110880.1
Mtr.22765.1.S1_x_at,Medtr7g110860.1
Mtr.22765.1.S1_x_at,Medtr2g087630.1
Mtr.22767.1.S1_at,Medtr7g110830.1
Mtr.22768.1.S1_s_at,Medtr7g110820.1
Mtr.22768.1.S1_s_at,Medtr7g110820.2
Mtr.22769.1.S1_at,Medtr7g110810.1
Mtr.22771.1.S1_at,Medtr3g095750.1
Mtr.22773.1.S1_at,Medtr8g095590.1
Mtr.22773.1.S1_x_at,Medtr8g095590.1
Mtr.22777.1.S1_at,Medtr3g095600.1
Mtr.22779.1.S1_at,Medtr3g095570.2
Mtr.22779.1.S1_s_at,Medtr3g095570.1
Mtr.22779.1.S1_s_at,Medtr3g095570.3
Mtr.22779.1.S1_s_at,Medtr3g095570.2
Mtr.22780.1.S1_s_at,Medtr3g095570.1
Mtr.22780.1.S1_s_at,Medtr3g095570.2
Mtr.22781.1.S1_at,Medtr3g095540.1
Mtr.22783.1.S1_at,Medtr3g095530.3
Mtr.22783.1.S1_at,Medtr3g095530.1
Mtr.22783.1.S1_at,Medtr3g095530.2
Mtr.22786.1.S1_at,Medtr3g095490.1
Mtr.22786.1.S1_at,Medtr3g095490.2
Mtr.22787.1.S1_at,Medtr3g095480.1
Mtr.22788.1.S1_at,Medtr3g095470.1
Mtr.22789.1.S1_at,Medtr3g064550.1
Mtr.22790.1.S1_at,Medtr3g064490.1
Mtr.22791.1.S1_at,Medtr3g064480.1
Mtr.22792.1.S1_at,Medtr3g064470.1
Mtr.22793.1.S1_at,Medtr3g064460.1
Mtr.2280.1.S1_at,Medtr2g089440.1
Mtr.2280.1.S1_at,Medtr2g089440.2
Mtr.22800.1.S1_at,Medtr7g086610.1
Mtr.22801.1.S1_at,Medtr7g086640.2
Mtr.22801.1.S1_at,Medtr7g086640.1
Mtr.22805.1.S1_at,Medtr7g086700.1
Mtr.22806.1.S1_at,Medtr7g086710.1
Mtr.22807.1.S1_at,Medtr7g086720.1
Mtr.22808.1.S1_at,Medtr7g086720.1
Mtr.2281.1.S1_at,Medtr7g080500.1
Mtr.22810.1.S1_at,Medtr7g086760.1
Mtr.22811.1.S1_s_at,Medtr7g086770.1
Mtr.22812.1.S1_at,Medtr7g086785.1
Mtr.22814.1.S1_at,Medtr3g033420.1
Mtr.22814.1.S1_at,Medtr3g033150.1
Mtr.22815.1.S1_at,Medtr3g033470.1
Mtr.22816.1.S1_at,Medtr3g033440.1
Mtr.2282.1.S1_at,Medtr8g005265.1
Mtr.22820.1.S1_at,Medtr3g433510.1
Mtr.22821.1.S1_at,Medtr3g433530.1
Mtr.22822.1.S1_at,Medtr3g033530.1
Mtr.22822.1.S1_s_at,Medtr3g033530.1
Mtr.22834.1.S1_at,Medtr4g009510.1
Mtr.22838.1.S1_at,Medtr4g009470.1
Mtr.22842.1.S1_s_at,Medtr4g009340.1
Mtr.22845.1.S1_at,Medtr4g009290.1
Mtr.22846.1.S1_s_at,Medtr2g039750.1
Mtr.22848.1.S1_at,Medtr2g039680.1
Mtr.22848.1.S1_at,Medtr2g039680.2
Mtr.2285.1.S1_s_at,Medtr7g100530.1
Mtr.22854.1.S1_at,Medtr2g039620.2
Mtr.22854.1.S1_at,Medtr2g039620.1
Mtr.2286.1.S1_at,Medtr4g044463.1
Mtr.22873.1.S1_s_at,Medtr3g016130.1
Mtr.22873.1.S1_s_at,Medtr3g016105.1
Mtr.22878.1.S1_x_at,Medtr6g072855.1
Mtr.2288.1.S1_at,Medtr4g016920.2
Mtr.2288.1.S1_at,Medtr4g016920.1
Mtr.2288.1.S1_at,Medtr4g016920.3
Mtr.2289.1.S1_at,Medtr1g078490.1
Mtr.22897.1.S1_at,Medtr7g110710.2
Mtr.22897.1.S1_at,Medtr7g110710.1
Mtr.22897.1.S1_s_at,Medtr7g110710.1
Mtr.22897.1.S1_s_at,Medtr7g110710.2
Mtr.22898.1.S1_at,Medtr7g110720.2
Mtr.22898.1.S1_at,Medtr7g110720.1
Mtr.229.1.S1_at,Medtr1g087230.1
Mtr.22903.1.S1_at,Medtr7g110780.1
Mtr.22904.1.S1_s_at,Medtr7g110790.1
Mtr.22908.1.S1_at,Medtr4g063040.1
Mtr.22909.1.S1_at,Medtr4g063060.1
Mtr.22910.1.S1_at,Medtr4g063070.1
Mtr.22912.1.S1_s_at,Medtr4g063160.1
Mtr.22912.1.S1_s_at,Medtr4g063160.2
Mtr.22916.1.S1_at,Medtr4g063180.1
Mtr.22917.1.S1_at,Medtr4g063190.1
Mtr.22919.1.S1_x_at,Medtr4g063220.1
Mtr.2292.1.S1_s_at,Medtr5g011550.1
Mtr.2292.1.S1_s_at,Medtr5g011550.2
Mtr.22921.1.S1_x_at,Medtr4g063240.1
Mtr.22921.1.S1_x_at,Medtr4g063275.1
Mtr.22922.1.S1_at,Medtr3g065180.1
Mtr.22923.1.S1_at,Medtr3g065190.1
Mtr.22924.1.S1_at,Medtr3g065220.1
Mtr.22925.1.S1_at,Medtr3g065240.1
Mtr.22927.1.S1_at,Medtr3g065250.1
Mtr.2293.1.S1_at,Medtr4g058710.5
Mtr.2293.1.S1_at,Medtr4g058710.3
Mtr.2293.1.S1_at,Medtr4g058710.1
Mtr.2293.1.S1_at,Medtr4g058710.2
Mtr.2293.1.S1_at,Medtr4g058710.4
Mtr.22932.1.S1_at,Medtr3g065300.1
Mtr.22933.1.S1_at,Medtr3g065340.1
Mtr.22938.1.S1_x_at,Medtr8g052060.1
Mtr.22941.1.S1_s_at,Medtr8g052110.1
Mtr.22947.1.S1_at,Medtr8g052200.1
Mtr.22947.1.S1_x_at,Medtr8g052200.1
Mtr.22948.1.S1_at,Medtr8g052205.1
Mtr.22949.1.S1_s_at,Medtr8g052200.1
Mtr.22949.1.S1_s_at,Medtr8g052170.1
Mtr.22955.1.S1_at,Medtr5g074630.1
Mtr.22956.1.S1_at,Medtr5g074620.1
Mtr.22957.1.S1_at,Medtr5g074610.1
Mtr.22958.1.S1_at,Medtr5g074600.1
Mtr.2296.1.S1_at,Medtr3g082200.3
Mtr.2296.1.S1_at,Medtr3g082200.2
Mtr.2296.1.S1_at,Medtr3g082200.1
Mtr.22960.1.S1_at,Medtr5g074580.1
Mtr.22962.1.S1_at,Medtr5g074560.1
Mtr.22963.1.S1_at,Medtr5g074550.1
Mtr.22964.1.S1_at,Medtr5g074540.1
Mtr.22966.1.S1_s_at,Medtr5g074510.1
Mtr.22966.1.S1_s_at,Medtr5g074510.2
Mtr.22967.1.S1_at,Medtr5g074500.1
Mtr.22970.1.S1_x_at,Medtr5g074450.1
Mtr.22971.1.S1_s_at,Medtr5g074430.1
Mtr.22971.1.S1_s_at,Medtr5g074430.2
Mtr.22972.1.S1_at,Medtr5g074430.1
Mtr.22972.1.S1_at,Medtr5g074430.2
Mtr.22986.1.S1_at,Medtr4g097950.1
Mtr.22988.1.S1_at,Medtr4g097920.1
Mtr.22988.1.S1_at,Medtr4g097920.2
Mtr.22989.1.S1_at,Medtr4g097900.1
Mtr.2299.1.S1_at,Medtr2g049670.1
Mtr.22990.1.S1_at,Medtr4g097880.1
Mtr.22991.1.S1_at,Medtr4g097860.1
Mtr.22995.1.S1_at,Medtr8g064650.1
Mtr.22997.1.S1_at,Medtr8g105900.4
Mtr.22999.1.S1_at,Medtr8g105930.1
Mtr.23.1.S1_at,Medtr5g074150.1
Mtr.23000.1.S1_at,Medtr8g105970.1
Mtr.23003.1.S1_at,Medtr8g106030.1
Mtr.23004.1.S1_at,Medtr8g106040.1
Mtr.23009.1.S1_at,Medtr1g042770.1
Mtr.23011.1.S1_s_at,Medtr1g042745.1
Mtr.23013.1.S1_s_at,Medtr1g042735.1
Mtr.23015.1.S1_at,Medtr1g442780.1
Mtr.23019.1.S1_s_at,Medtr1g442730.1
Mtr.2302.1.S1_s_at,Medtr4g102820.1
Mtr.2302.1.S1_s_at,Medtr4g102820.2
Mtr.23020.1.S1_at,Medtr4g077797.1
Mtr.23022.1.S1_at,Medtr4g077787.1
Mtr.23026.1.S1_at,Medtr4g077777.1
Mtr.23027.1.S1_at,Medtr4g077767.1
Mtr.23028.1.S1_at,Medtr4g077760.1
Mtr.23029.1.S1_s_at,Medtr4g077740.1
Mtr.2303.1.S1_at,Medtr2g041470.2
Mtr.2303.1.S1_at,Medtr2g041470.3
Mtr.2303.1.S1_at,Medtr2g041470.4
Mtr.2303.1.S1_at,Medtr2g041470.6
Mtr.2303.1.S1_at,Medtr2g041470.1
Mtr.23030.1.S1_at,Medtr4g077707.1
Mtr.23031.1.S1_s_at,Medtr4g077800.1
Mtr.23031.1.S1_s_at,Medtr4g077800.2
Mtr.23036.1.S1_at,Medtr8g105450.1
Mtr.23036.1.S1_at,Medtr8g105355.1
Mtr.23037.1.S1_at,Medtr8g105430.1
Mtr.23044.1.S1_at,Medtr8g105330.1
Mtr.23046.1.S1_at,Medtr8g105290.1
Mtr.23047.1.S1_at,Medtr8g105270.1
Mtr.23047.1.S1_at,Medtr8g105270.2
Mtr.23049.1.S1_at,Medtr4g128310.2
Mtr.23049.1.S1_at,Medtr4g128310.1
Mtr.23050.1.S1_at,Medtr4g128300.1
Mtr.23051.1.S1_at,Medtr4g128290.1
Mtr.23052.1.S1_at,Medtr4g128260.1
Mtr.23059.1.S1_at,Medtr4g128160.1
Mtr.2306.1.S1_at,Medtr4g036090.2
Mtr.2306.1.S1_at,Medtr4g036090.4
Mtr.2306.1.S1_at,Medtr4g036090.3
Mtr.2306.1.S1_at,Medtr4g036090.5
Mtr.2306.1.S1_at,Medtr4g036090.1
Mtr.23060.1.S1_at,Medtr4g128150.1
Mtr.23061.1.S1_s_at,Medtr4g128090.1
Mtr.2307.1.S1_at,Medtr8g069400.1
Mtr.23070.1.S1_at,Medtr2g071620.1
Mtr.23070.1.S1_at,Medtr2g071620.2
Mtr.23070.1.S1_at,Medtr2g071620.3
Mtr.23071.1.S1_at,Medtr2g071620.3
Mtr.23072.1.S1_s_at,Medtr2g071640.3
Mtr.23072.1.S1_s_at,Medtr2g071640.1
Mtr.23072.1.S1_s_at,Medtr2g071640.2
Mtr.23073.1.S1_at,Medtr2g071670.1
Mtr.23076.1.S1_at,Medtr2g071720.1
Mtr.23077.1.S1_at,Medtr2g071725.1
Mtr.2308.1.S1_at,Medtr3g037080.1
Mtr.23080.1.S1_at,Medtr2g071755.1
Mtr.23083.1.S1_at,Medtr7g112430.1
Mtr.23083.1.S1_at,Medtr7g112430.2
Mtr.23085.1.S1_s_at,Medtr7g112460.1
Mtr.2309.1.S1_at,Medtr3g058390.1
Mtr.23092.1.S1_at,Medtr7g112530.2
