probe_set	gene_id	adjust_score	start	end
Mtr.23698.1.S1_x_at	Medtr6g036573.1	495	10	157
Mtr.23700.1.S1_at	Medtr6g055270.1	495	102	164
Mtr.23703.1.S1_at	Medtr6g055157.1	449	201	431
Mtr.23707.1.S1_at	Medtr6g055095.1	495	89	235
Mtr.2371.1.S1_at	Medtr7g102070.1	495	1639	2193
Mtr.23719.1.S1_s_at	Medtr4g097160.1	495	477	568
Mtr.2372.1.S1_at	Medtr6g083300.1	450	753	1126
Mtr.23725.1.S1_at	Medtr4g097030.1	495	107	424
Mtr.23726.1.S1_s_at	Medtr4g097010.1	495	507	1003
Mtr.2373.1.S1_at	Medtr8g068120.1	360	824	930
Mtr.23730.1.S1_at	Medtr4g120160.1	495	7	309
Mtr.23733.1.S1_at	Medtr7g034270.1	495	585	626
Mtr.23733.1.S1_at	Medtr2g068990.1	495	1671	1712
Mtr.23733.1.S1_at	Medtr2g089470.1	495	1671	1712
Mtr.23734.1.S1_at	Medtr4g120050.1	493	741	995
Mtr.23734.1.S1_at	Medtr4g120050.2	493	1112	1366
Mtr.23736.1.S1_at	Medtr4g120030.1	495	680	1220
Mtr.23737.1.S1_at	Medtr4g120020.1	495	180	504
Mtr.23739.1.S1_at	Medtr4g119990.1	450	681	1085
Mtr.2374.1.S1_at	Medtr4g048220.1	495	1281	1681
Mtr.2374.1.S1_at	Medtr4g048220.3	450	1281	1860
Mtr.2374.1.S1_at	Medtr4g048220.2	450	1281	1729
Mtr.23740.1.S1_s_at	Medtr4g119980.1	495	2262	2767
Mtr.23741.1.S1_at	Medtr4g119960.4	360	1480	1599
Mtr.23741.1.S1_at	Medtr4g119960.2	360	2174	2293
Mtr.23741.1.S1_at	Medtr4g119960.1	360	2203	2322
Mtr.23741.1.S1_at	Medtr4g119960.3	360	2203	2322
Mtr.23743.1.S1_at	Medtr7g075660.1	405	4188	4553
Mtr.23744.1.S1_at	Medtr7g075660.1	450	1732	2253
Mtr.23746.1.S1_at	Medtr7g075700.1	360	283	672
Mtr.23748.1.S1_s_at	Medtr7g075740.1	495	308	717
Mtr.23749.1.S1_at	Medtr7g075760.1	495	94	577
Mtr.23749.1.S1_at	Medtr7g076050.1	495	94	577
Mtr.23750.1.S1_at	Medtr7g075770.1	495	192	643
Mtr.23753.1.S1_at	Medtr7g075815.1	495	4	353
Mtr.23754.1.S1_at	Medtr7g075820.1	495	587	1174
Mtr.23755.1.S1_at	Medtr7g075830.1	495	85	424
Mtr.23756.1.S1_at	Medtr7g075830.1	495	576	945
Mtr.23757.1.S1_s_at	Medtr7g075840.1	495	1870	2439
Mtr.23758.1.S1_at	Medtr7g075850.1	495	172	742
Mtr.23759.1.S1_at	Medtr7g075860.1	450	538	1078
Mtr.2376.1.S1_at	Medtr2g088990.1	450	256	613
Mtr.23763.1.S1_s_at	Medtr1g012420.1	495	165	343
Mtr.23765.1.S1_at	Medtr1g012360.3	360	1252	1965
Mtr.23765.1.S1_at	Medtr1g012360.1	360	1252	1536
Mtr.23767.1.S1_at	Medtr1g012330.1	450	403	748
Mtr.2377.1.S1_at	Medtr5g021750.1	402	438	924
Mtr.23771.1.S1_at	Medtr1g012290.1	495	10	163
Mtr.23776.1.S1_at	Medtr1g012260.1	495	30	278
Mtr.23778.1.S1_at	Medtr1g012160.1	495	320	723
Mtr.23778.1.S1_at	Medtr1g012210.1	495	236	639
Mtr.23779.1.S1_at	Medtr3g064910.1	495	1704	2289
Mtr.23780.1.S1_at	Medtr3g064880.1	495	1126	1628
Mtr.23782.1.S1_at	Medtr3g064870.1	494	1	264
Mtr.23785.1.S1_at	Medtr3g064810.1	495	20	459
Mtr.23786.1.S1_at	Medtr3g064800.3	495	134	475
Mtr.23786.1.S1_at	Medtr3g064800.1	495	205	546
Mtr.23786.1.S1_at	Medtr3g064800.2	495	203	544
Mtr.23789.1.S1_at	Medtr3g064740.1	495	1077	1263
Mtr.23789.1.S1_at	Medtr3g064740.2	495	1066	1252
Mtr.23789.1.S1_s_at	Medtr3g064740.1	495	1209	1449
Mtr.23789.1.S1_s_at	Medtr3g064740.2	495	1198	1438
Mtr.2379.1.S1_at	Medtr5g081150.1	495	1303	1734
Mtr.2379.1.S1_at	Medtr5g081150.4	495	2455	2886
Mtr.2379.1.S1_at	Medtr5g081150.2	495	1599	2030
Mtr.2379.1.S1_at	Medtr5g081150.5	495	3264	3695
Mtr.2379.1.S1_at	Medtr5g081150.3	495	1988	2419
Mtr.23792.1.S1_at	Medtr3g064687.1	495	200	319
Mtr.23793.1.S1_at	Medtr3g084720.1	495	121	690
Mtr.23797.1.S1_s_at	Medtr3g084630.1	495	959	1157
Mtr.23797.1.S1_s_at	Medtr3g084620.1	495	705	903
Mtr.23799.1.S1_at	Medtr3g084695.1	360	42	295
Mtr.238.1.S1_at	Medtr1g016120.1	495	842	1389
Mtr.2380.1.S1_at	Medtr5g056640.1	450	753	1198
Mtr.23800.1.S1_at	Medtr3g084690.1	495	602	1158
Mtr.23801.1.S1_x_at	Medtr3g084660.1	495	87	445
Mtr.23802.1.S1_at	Medtr3g084640.1	495	3233	3808
Mtr.23803.1.S1_at	Medtr3g084830.1	495	755	1250
Mtr.23804.1.S1_x_at	Medtr3g084820.1	495	17	241
Mtr.23806.1.S1_at	Medtr8g067440.1	402	75	303
Mtr.23807.1.S1_at	Medtr1g107320.1	450	1	171
Mtr.23809.1.S1_at	Medtr3g084740.1	495	1964	2516
Mtr.23809.1.S1_at	Medtr3g084740.2	450	1876	2659
Mtr.23812.1.S1_at	Medtr3g048290.1	495	990	1525
Mtr.23813.1.S1_at	Medtr3g048280.1	495	143	557
Mtr.23818.1.S1_at	Medtr3g048190.3	495	1428	1597
Mtr.23818.1.S1_at	Medtr3g048190.1	495	928	1097
Mtr.23818.1.S1_at	Medtr3g048190.2	495	1461	1630
Mtr.2382.1.S1_at	Medtr1g096530.1	492	48	388
Mtr.23820.1.S1_s_at	Medtr3g048040.1	495	392	506
Mtr.23820.1.S1_s_at	Medtr3g048163.1	495	14	128
Mtr.23820.1.S1_s_at	Medtr3g048110.1	495	341	455
Mtr.23820.1.S1_s_at	Medtr3g048090.1	450	314	424
Mtr.23820.1.S1_s_at	Medtr3g048130.1	404	1	110
Mtr.23822.1.S1_at	Medtr3g048110.1	404	3	564
Mtr.23826.1.S1_at	Medtr3g048040.1	450	28	617
Mtr.2383.1.S1_at	Medtr2g078810.1	450	3763	4337
Mtr.2383.1.S1_at	Medtr2g078810.2	450	3522	4096
Mtr.23834.1.S1_at	Medtr6g065510.1	495	416	880
Mtr.23837.1.S1_at	Medtr6g065560.1	495	1130	1373
Mtr.23837.1.S1_x_at	Medtr6g065560.1	495	1130	1384
Mtr.2384.1.S1_at	Medtr3g056320.1	493	2332	2742
Mtr.2384.1.S1_at	Medtr3g056320.2	493	2332	2742
Mtr.23843.1.S1_at	Medtr6g065650.1	495	2141	2553
Mtr.23843.1.S1_at	Medtr6g065650.2	495	2113	2525
Mtr.23843.1.S1_at	Medtr6g065650.3	495	2211	2623
Mtr.23845.1.S1_at	Medtr6g065670.2	495	357	949
Mtr.23845.1.S1_at	Medtr6g065670.1	495	377	969
Mtr.2385.1.S1_at	Medtr1g009200.1	495	1700	1957
Mtr.23850.1.S1_at	Medtr7g098450.2	495	1124	1525
Mtr.23850.1.S1_at	Medtr7g098450.1	495	692	1093
Mtr.23851.1.S1_at	Medtr7g098240.1	495	1274	1643
Mtr.23854.1.S1_at	Medtr7g098280.1	495	17	232
Mtr.23855.1.S1_at	Medtr7g098290.2	495	123	524
Mtr.23855.1.S1_at	Medtr7g098290.1	495	78	479
Mtr.2386.1.S1_at	Medtr5g085300.1	450	1218	1432
Mtr.23860.1.S1_s_at	Medtr7g098390.1	450	1813	2359
Mtr.23862.1.S1_x_at	Medtr3g009010.1	495	1110	1636
Mtr.23863.1.S1_at	Medtr3g009020.1	495	1274	1727
Mtr.23865.1.S1_at	Medtr3g009050.1	495	939	1515
Mtr.23870.1.S1_at	Medtr3g009150.1	450	439	928
Mtr.23870.1.S1_at	Medtr3g009150.2	450	412	901
Mtr.23870.1.S1_at	Medtr3g009150.3	450	602	1488
Mtr.23871.1.S1_at	Medtr3g009160.4	450	1239	1781
Mtr.23871.1.S1_at	Medtr3g009160.1	450	1785	2327
Mtr.23871.1.S1_at	Medtr3g009160.3	450	1335	1877
Mtr.23871.1.S1_at	Medtr3g009160.2	450	1711	2253
Mtr.23872.1.S1_at	Medtr3g009180.1	405	640	1205
Mtr.23874.1.S1_at	Medtr3g009200.1	360	25	145
Mtr.23874.1.S1_x_at	Medtr3g009200.1	495	25	145
Mtr.23876.1.S1_at	Medtr7g080180.4	450	1061	1577
Mtr.23876.1.S1_at	Medtr7g080180.1	450	1168	1654
Mtr.23876.1.S1_at	Medtr7g080180.5	450	1052	1538
Mtr.23876.1.S1_at	Medtr7g080180.2	450	1061	1547
Mtr.23876.1.S1_at	Medtr7g080180.3	450	1168	1684
Mtr.23880.1.S1_at	Medtr7g080117.2	450	1	428
Mtr.23880.1.S1_at	Medtr7g080117.1	450	1	428
Mtr.23881.1.S1_at	Medtr7g080110.1	495	854	1393
Mtr.23884.1.S1_at	Medtr7g080090.1	495	35	353
Mtr.23886.1.S1_at	Medtr7g080040.2	495	496	685
Mtr.23886.1.S1_at	Medtr7g080040.3	495	679	868
Mtr.23886.1.S1_at	Medtr7g080040.1	495	489	678
Mtr.23886.1.S1_s_at	Medtr7g080040.2	495	225	506
Mtr.23886.1.S1_s_at	Medtr7g080040.3	495	408	689
Mtr.23886.1.S1_s_at	Medtr7g080040.1	495	218	499
Mtr.23887.1.S1_at	Medtr7g080030.1	495	617	1164
Mtr.23888.1.S1_at	Medtr7g080020.1	495	1723	2140
Mtr.23889.1.S1_at	Medtr7g080000.1	495	1521	1955
Mtr.2389.1.S1_at	Medtr3g078010.1	495	701	1163
Mtr.23908.1.S1_at	Medtr1g050170.1	405	107	178
Mtr.23908.1.S1_x_at	Medtr1g050170.1	405	31	178
Mtr.23911.1.S1_at	Medtr1g050230.1	495	757	1256
Mtr.23911.1.S1_x_at	Medtr1g050230.1	495	757	1256
Mtr.23913.1.S1_at	Medtr4g032540.1	495	80	370
Mtr.23916.1.S1_at	Medtr4g032500.1	495	47	447
Mtr.23919.1.S1_at	Medtr4g032450.1	495	6	340
Mtr.2392.1.S1_at	Medtr0274s0020.1	495	1095	1586
Mtr.23921.1.S1_at	Medtr4g032420.1	495	7	412
Mtr.23923.1.S1_at	Medtr4g032400.1	495	24	491
Mtr.23924.1.S1_at	Medtr4g032390.1	495	361	850
Mtr.23926.1.S1_at	Medtr4g032360.1	495	696	995
Mtr.23927.1.S1_at	Medtr4g032350.1	495	501	1091
Mtr.23928.1.S1_at	Medtr4g032300.1	495	833	1021
Mtr.23928.1.S1_at	Medtr4g032330.1	495	62	250
Mtr.23930.1.S1_s_at	Medtr4g072990.2	495	2648	3081
Mtr.23930.1.S1_s_at	Medtr4g072990.1	495	2656	3089
Mtr.23931.1.S1_at	Medtr4g073010.1	495	708	1274
Mtr.23932.1.S1_at	Medtr4g073015.1	495	113	200
Mtr.23935.1.S1_at	Medtr4g073040.1	495	66	502
Mtr.23937.1.S1_at	Medtr4g073090.1	495	802	1355
Mtr.23940.1.S1_at	Medtr4g073140.3	495	2053	2576
Mtr.23940.1.S1_at	Medtr4g073140.1	495	1635	2158
Mtr.23940.1.S1_at	Medtr4g073140.2	450	1635	2356
Mtr.23945.1.S1_at	Medtr4g073220.1	495	1624	1902
Mtr.23946.1.S1_at	Medtr4g073230.1	495	1414	1940
Mtr.23947.1.S1_at	Medtr4g073235.1	495	3	180
Mtr.23950.1.S1_s_at	Medtr4g073290.1	495	1679	2247
Mtr.23953.1.S1_at	Medtr7g071780.1	495	66	210
Mtr.23961.1.S1_at	Medtr7g071850.1	495	43	477
Mtr.23963.1.S1_at	Medtr7g071940.1	495	2585	3087
Mtr.23965.1.S1_s_at	Medtr7g071970.1	495	50	150
Mtr.23965.1.S1_s_at	Medtr7g071820.1	495	65	159
Mtr.23965.1.S1_s_at	Medtr7g071760.1	495	105	205
Mtr.23965.1.S1_s_at	Medtr7g071840.1	495	66	166
Mtr.23965.1.S1_s_at	Medtr7g071790.1	402	68	168
Mtr.23968.1.S1_x_at	Medtr7g071883.1	495	351	580
Mtr.23978.1.S1_at	Medtr8g077915.1	495	8	334
Mtr.23981.1.S1_at	Medtr8g077940.1	495	1257	1381
Mtr.23981.1.S1_s_at	Medtr8g077940.1	495	1341	1817
Mtr.23984.1.S1_s_at	Medtr1g019290.1	405	1610	1983
Mtr.23985.1.S1_at	Medtr1g019285.1	495	6	167
Mtr.23988.1.S1_at	Medtr1g019240.1	495	273	863
Mtr.23988.1.S1_at	Medtr1g019890.1	357	19	364
Mtr.23991.1.S1_at	Medtr1g019160.1	450	1	240
Mtr.23992.1.S1_at	Medtr1g019150.1	495	1612	2098
Mtr.23993.1.S1_at	Medtr1g019140.1	450	1	246
Mtr.23994.1.S1_at	Medtr1g019130.2	495	220	998
Mtr.23994.1.S1_at	Medtr1g019130.1	495	220	783
Mtr.23995.1.S1_at	Medtr1g019125.1	495	66	356
Mtr.24.1.S1_at	Medtr5g074130.1	450	1901	2426
Mtr.24014.1.S1_at	Medtr3g451080.1	495	21	388
Mtr.24018.1.S1_at	Medtr3g451150.1	495	5070	5635
Mtr.24018.1.S1_at	Medtr3g452250.1	495	5070	5635
Mtr.24019.1.S1_at	Medtr3g452260.1	495	5	292
Mtr.24019.1.S1_at	Medtr3g451160.1	495	5	292
Mtr.24020.1.S1_at	Medtr3g451170.1	495	18	203
Mtr.24020.1.S1_at	Medtr3g452270.1	401	18	203
Mtr.24023.1.S1_at	Medtr3g451210.1	405	50	402
Mtr.24023.1.S1_at	Medtr3g452280.1	405	50	402
Mtr.24024.1.S1_at	Medtr3g451220.1	495	1140	1713
Mtr.24024.1.S1_at	Medtr3g452290.1	495	1140	1713
Mtr.24025.1.S1_at	Medtr3g451230.1	495	27	263
Mtr.24025.1.S1_at	Medtr3g452310.1	495	27	263
Mtr.24032.1.S1_at	Medtr8g094780.1	495	140	538
Mtr.24033.1.S1_at	Medtr8g094790.1	495	68	500
Mtr.24034.1.S1_s_at	Medtr8g094800.2	495	1697	2284
Mtr.24034.1.S1_s_at	Medtr8g094800.1	495	1733	2139
Mtr.24038.1.S1_at	Medtr8g094850.1	495	32	226
Mtr.24038.1.S1_x_at	Medtr8g094850.1	495	32	226
Mtr.24041.1.S1_at	Medtr8g094930.1	495	2	351
Mtr.24046.1.S1_at	Medtr8g094967.1	495	1	210
Mtr.24048.1.S1_at	Medtr8g094980.1	495	135	433
Mtr.24049.1.S1_at	Medtr8g094990.1	495	250	768
Mtr.24051.1.S1_at	Medtr8g095013.1	495	450	871
Mtr.24051.1.S1_x_at	Medtr8g095013.1	671	476	871
Mtr.24052.1.S1_at	Medtr7g076045.1	495	18	421
Mtr.24053.1.S1_s_at	Medtr7g076070.1	495	36	311
Mtr.24053.1.S1_s_at	Medtr7g075710.1	495	33	308
Mtr.24054.1.S1_at	Medtr7g076080.1	495	1953	2450
Mtr.24057.1.S1_at	Medtr7g076100.1	495	367	889
Mtr.24059.1.S1_at	Medtr7g076130.1	450	12	387
Mtr.24061.1.S1_at	Medtr7g076150.2	495	2335	2620
Mtr.24061.1.S1_at	Medtr7g076150.1	495	1831	2116
Mtr.24063.1.S1_at	Medtr7g076190.1	495	603	1105
Mtr.24065.1.S1_at	Medtr8g092840.1	495	272	725
Mtr.24067.1.S1_s_at	Medtr8g092710.1	495	8	179
Mtr.24068.1.S1_at	Medtr8g092695.1	360	5	165
Mtr.24069.1.S1_x_at	Medtr8g092690.2	405	158	1058
Mtr.24070.1.S1_at	Medtr8g092680.1	405	682	1147
Mtr.24071.1.S1_at	Medtr8g092670.1	405	49	511
Mtr.24073.1.S1_at	Medtr8g092640.1	495	15	318
Mtr.24074.1.S1_at	Medtr8g092630.1	405	1	122
Mtr.24075.1.S1_at	Medtr8g092630.1	495	671	1242
Mtr.24076.1.S1_at	Medtr8g092620.4	495	534	726
Mtr.24076.1.S1_at	Medtr8g092620.1	495	412	604
Mtr.24076.1.S1_at	Medtr8g092620.3	495	444	636
Mtr.24076.1.S1_at	Medtr8g092620.2	495	534	726
Mtr.24080.1.S1_at	Medtr3g072367.1	495	1	248
Mtr.24081.1.S1_at	Medtr3g072360.1	405	237	684
Mtr.24082.1.S1_at	Medtr3g072340.1	495	752	1139
Mtr.24083.1.S1_at	Medtr3g072330.1	495	701	834
Mtr.24083.1.S1_s_at	Medtr3g072330.1	493	859	1265
Mtr.24085.1.S1_at	Medtr3g072300.1	495	1285	1868
Mtr.24088.1.S1_at	Medtr3g072380.1	495	764	1168
Mtr.24090.1.S1_at	Medtr3g072390.1	495	396	850
Mtr.24091.1.S1_at	Medtr3g072400.1	495	3126	3633
Mtr.24096.1.S1_s_at	Medtr4g023610.1	495	1	292
Mtr.24099.1.S1_s_at	Medtr4g023670.1	495	972	1382
Mtr.241.1.S1_at	Medtr1g016070.1	494	709	1200
Mtr.24101.1.S1_at	Medtr4g023710.1	449	891	1464
Mtr.24106.1.S1_s_at	Medtr4g023760.1	495	307	864
Mtr.24107.1.S1_at	Medtr4g023810.1	495	225	798
Mtr.24112.1.S1_at	Medtr4g023730.1	495	411	958
Mtr.24116.1.S1_at	Medtr1g083987.1	495	105	672
Mtr.24117.1.S1_at	Medtr1g084005.1	495	3	219
Mtr.24119.1.S1_s_at	Medtr1g083990.1	495	356	878
Mtr.24119.1.S1_s_at	Medtr1g084020.1	495	2530	3058
Mtr.24120.1.S1_at	Medtr1g084030.1	405	797	1212
Mtr.24122.1.S1_at	Medtr1g084060.1	448	590	1094
Mtr.24122.1.S1_at	Medtr1g084060.3	446	740	1350
Mtr.24122.1.S1_at	Medtr1g084060.2	446	815	1425
Mtr.24125.1.S1_at	Medtr2g025960.1	495	400	846
Mtr.24126.1.S1_at	Medtr2g025950.1	495	2144	2334
Mtr.24130.1.S1_at	Medtr2g426100.1	495	30	292
Mtr.24131.1.S1_at	Medtr2g426080.1	495	1	313
Mtr.24132.1.S1_at	Medtr2g426070.1	405	768	1255
Mtr.24138.1.S1_at	Medtr2g426010.1	495	2	233
Mtr.24140.1.S1_at	Medtr2g425990.1	495	1	179
Mtr.24140.1.S1_x_at	Medtr2g425990.1	495	1	179
Mtr.24141.1.S1_at	Medtr2g425980.1	495	688	1209
Mtr.24144.1.S1_at	Medtr8g076180.1	405	299	711
Mtr.24145.1.S1_at	Medtr8g076150.1	495	156	555
Mtr.24148.1.S1_at	Medtr8g076110.1	405	687	1089
Mtr.24149.1.S1_a_at	Medtr8g076100.1	1468	2667	2932
Mtr.24149.1.S1_a_at	Medtr8g076100.2	578	2667	2788
Mtr.24149.1.S1_a_at	Medtr8g076100.3	532	2667	2788
Mtr.24153.1.S1_at	Medtr8g076077.1	405	57	191
Mtr.24154.1.S1_s_at	Medtr8g076060.1	495	386	804
Mtr.24156.1.S1_at	Medtr8g074810.1	495	321	888
Mtr.24159.1.S1_at	Medtr8g074870.1	495	178	680
Mtr.24161.1.S1_at	Medtr8g074880.1	495	669	975
Mtr.24161.1.S1_x_at	Medtr8g074880.1	495	446	975
Mtr.24163.1.S1_at	Medtr8g074890.1	495	301	826
Mtr.24164.1.S1_at	Medtr8g074900.1	450	197	661
Mtr.24165.1.S1_at	Medtr8g074920.1	495	829	1347
Mtr.24167.1.S1_at	Medtr8g074970.1	495	2283	3058
Mtr.24170.1.S1_at	Medtr8g075010.1	495	1184	1253
Mtr.24170.1.S1_s_at	Medtr8g075010.1	495	1284	1630
Mtr.24173.1.S1_at	Medtr8g066510.1	495	1	265
Mtr.24181.1.S1_s_at	Medtr8g066670.1	405	2223	2828
Mtr.24182.1.S1_at	Medtr8g066690.1	450	908	1417
Mtr.24183.1.S1_at	Medtr8g066700.1	495	2456	2969
Mtr.24185.1.S1_at	Medtr4g010110.1	405	221	710
Mtr.24187.1.S1_s_at	Medtr4g010145.1	495	178	755
Mtr.24188.1.S1_at	Medtr4g010140.2	495	3	358
Mtr.24188.1.S1_at	Medtr4g010140.1	495	3	358
Mtr.24189.1.S1_s_at	Medtr4g010150.1	495	594	1112
Mtr.24192.1.S1_at	Medtr4g010200.1	495	598	1162
Mtr.24194.1.S1_at	Medtr4g010240.1	495	16	428
Mtr.24198.1.S1_s_at	Medtr8g018590.1	495	2224	2529
Mtr.24202.1.S1_s_at	Medtr8g018480.1	495	3053	3595
Mtr.24203.1.S1_at	Medtr1g102070.1	495	687	978
Mtr.24205.1.S1_at	Medtr1g102100.1	405	1	313
Mtr.24206.1.S1_at	Medtr1g102170.1	495	636	1214
Mtr.24207.1.S1_at	Medtr1g102190.1	495	731	1255
Mtr.24208.1.S1_at	Medtr1g102200.1	495	539	709
Mtr.24210.1.S1_at	Medtr1g102230.1	495	1044	1623
Mtr.24211.1.S1_at	Medtr1g102240.1	495	157	509
Mtr.24223.1.S1_at	Medtr8g074730.1	495	71	433
Mtr.24224.1.S1_at	Medtr8g074760.1	495	129	546
Mtr.24225.1.S1_at	Medtr8g074790.1	405	421	909
Mtr.24226.1.S1_s_at	Medtr4g070320.1	495	756	1127
Mtr.24227.1.S1_at	Medtr4g070335.1	450	69	245
Mtr.24228.1.S1_at	Medtr4g070340.2	495	326	876
Mtr.24228.1.S1_at	Medtr4g070340.3	495	502	1052
Mtr.24228.1.S1_at	Medtr4g070340.1	495	518	1068
Mtr.24230.1.S1_at	Medtr4g070360.1	495	612	923
Mtr.24231.1.S1_at	Medtr4g070370.1	450	501	1024
Mtr.24232.1.S1_at	Medtr4g070380.1	494	1924	2338
Mtr.24233.1.S1_at	Medtr4g070400.1	495	266	807
Mtr.24233.1.S1_at	Medtr4g070400.2	495	179	720
Mtr.24235.1.S1_at	Medtr4g070420.4	495	2118	2664
Mtr.24235.1.S1_at	Medtr4g070420.1	495	1750	2296
Mtr.24235.1.S1_at	Medtr4g070420.3	495	2118	2664
Mtr.24235.1.S1_at	Medtr4g070420.2	495	1712	2258
Mtr.24235.1.S1_at	Medtr4g070420.5	495	2353	2899
Mtr.24238.1.S1_at	Medtr4g070500.1	495	107	642
Mtr.2424.1.S1_at	Medtr4g073690.2	495	2227	2494
Mtr.24240.1.S1_at	Medtr4g070540.1	495	366	833
Mtr.24241.1.S1_at	Medtr4g070550.1	450	721	1263
Mtr.24242.1.S1_at	Medtr4g070590.1	495	423	1001
Mtr.24244.1.S1_at	Medtr4g070650.1	360	55	282
Mtr.24247.1.S1_at	Medtr4g071080.1	405	25	506
Mtr.24248.1.S1_at	Medtr4g071070.1	495	2066	2632
Mtr.24249.1.S1_at	Medtr4g071060.1	495	696	1218
Mtr.24250.1.S1_at	Medtr4g071055.1	495	6	194
Mtr.24251.1.S1_s_at	Medtr4g071040.1	495	336	824
Mtr.24252.1.S1_at	Medtr4g071020.1	495	24	523
Mtr.24253.1.S1_at	Medtr4g071010.1	495	915	1359
Mtr.24253.1.S1_at	Medtr4g071010.2	450	915	1425
Mtr.24253.1.S1_at	Medtr4g071010.3	450	915	1672
Mtr.24254.1.S1_at	Medtr4g070930.1	495	3	162
Mtr.24256.1.S1_at	Medtr8g018290.2	495	3370	3962
Mtr.24256.1.S1_at	Medtr8g018290.1	495	3349	3941
Mtr.24257.1.S1_at	Medtr8g018300.1	495	3	254
Mtr.24258.1.S1_at	Medtr8g018320.1	495	393	428
Mtr.24258.1.S1_at	Medtr8g018360.1	402	402	433
Mtr.24258.1.S1_s_at	Medtr8g018320.1	405	126	322
Mtr.24258.1.S1_s_at	Medtr8g018360.1	405	135	331
Mtr.2426.1.S1_at	Medtr4g125470.1	360	152	319
Mtr.24260.1.S1_at	Medtr8g018350.1	495	3	472
Mtr.24261.1.S1_at	Medtr8g018360.1	360	437	675
Mtr.24263.1.S1_at	Medtr8g018445.1	495	53	247
Mtr.24264.1.S1_at	Medtr8g018450.1	495	2054	2310
Mtr.24266.1.S1_s_at	Medtr8g066610.1	495	563	1072
Mtr.24268.1.S1_s_at	Medtr8g066760.1	495	701	1319
Mtr.24270.1.S1_s_at	Medtr8g066770.1	495	637	939
Mtr.24275.1.S1_s_at	Medtr4g010050.1	495	146	574
Mtr.24276.1.S1_at	Medtr8g063070.1	495	657	1114
Mtr.24277.1.S1_at	Medtr8g063060.1	495	543	1027
Mtr.24278.1.S1_at	Medtr8g063020.1	405	409	735
Mtr.24280.1.S1_at	Medtr8g062940.1	495	513	1099
Mtr.24286.1.S1_s_at	Medtr8g062850.4	495	408	693
Mtr.24286.1.S1_s_at	Medtr8g062873.1	495	93	378
Mtr.24286.1.S1_s_at	Medtr8g062850.2	495	408	693
Mtr.24286.1.S1_s_at	Medtr8g062850.3	495	408	693
Mtr.24286.1.S1_s_at	Medtr0438s0020.1	495	708	993
Mtr.24286.1.S1_s_at	Medtr8g062850.1	495	408	693
Mtr.24289.1.S1_at	Medtr8g062835.1	495	17	203
Mtr.24289.1.S1_x_at	Medtr8g062835.1	495	17	203
Mtr.24296.1.S1_at	Medtr1g080210.1	495	678	1014
Mtr.24300.1.S1_s_at	Medtr1g080150.2	495	139	655
Mtr.24300.1.S1_s_at	Medtr1g080150.1	495	178	694
Mtr.24300.1.S1_s_at	Medtr1g080150.3	495	139	655
Mtr.24302.1.S1_at	Medtr3g044903.1	495	83	483
Mtr.24306.1.S1_at	Medtr1g111310.1	672	58	1726
Mtr.24306.1.S1_at	Medtr3g044820.1	495	29	636
Mtr.24307.1.S1_at	Medtr3g044803.1	495	1	304
Mtr.24309.1.S1_x_at	Medtr0089s0130.1	399	1071	1387
Mtr.24309.1.S1_x_at	Medtr6g072867.1	356	1079	1387
Mtr.24311.1.S1_at	Medtr3g044770.1	495	349	879
Mtr.24312.1.S1_at	Medtr3g044960.1	403	102	689
Mtr.24314.1.S1_s_at	Medtr2g049845.1	359	38	97
Mtr.24315.1.S1_at	Medtr8g066390.1	495	10	357
Mtr.24317.1.S1_at	Medtr8g066350.1	495	7	499
Mtr.24318.1.S1_s_at	Medtr8g066340.1	495	765	1243
Mtr.24319.1.S1_at	Medtr8g066330.1	495	1334	1458
Mtr.24320.1.S1_at	Medtr8g066310.1	495	713	1153
Mtr.24322.1.S1_at	Medtr8g066290.1	495	3251	3706
Mtr.24323.1.S1_at	Medtr8g066280.1	495	142	732
Mtr.24325.1.S1_at	Medtr8g066265.1	495	8	82
Mtr.24328.1.S1_s_at	Medtr8g066200.1	495	19	168
Mtr.24331.1.S1_s_at	Medtr4g054960.1	450	14	277
Mtr.24333.1.S1_at	Medtr4g055030.1	495	155	632
Mtr.24334.1.S1_at	Medtr4g055060.1	495	574	1137
Mtr.24335.1.S1_at	Medtr3g090210.1	495	1	212
Mtr.24338.1.S1_at	Medtr3g090550.1	495	738	1304
Mtr.24339.1.S1_at	Medtr3g090550.1	405	330	640
Mtr.2434.1.S1_s_at	Medtr3g099120.1	495	125	440
Mtr.2434.1.S1_s_at	Medtr3g099120.2	495	328	643
Mtr.24340.1.S1_at	Medtr3g090540.1	495	1230	1763
Mtr.24341.1.S1_at	Medtr3g090530.2	495	810	1127
Mtr.24341.1.S1_at	Medtr3g090530.1	495	555	872
Mtr.24341.1.S1_at	Medtr3g090530.4	450	555	1227
Mtr.24341.1.S1_at	Medtr3g090530.7	450	810	1482
Mtr.24341.1.S1_at	Medtr3g090530.5	450	810	1123
Mtr.24341.1.S1_at	Medtr3g090530.3	450	555	868
Mtr.24341.1.S1_at	Medtr3g090530.6	405	555	1223
Mtr.24341.1.S1_at	Medtr3g090530.8	405	810	1478
Mtr.24343.1.S1_at	Medtr3g090220.1	495	1	165
Mtr.24347.1.S1_at	Medtr3g090440.1	495	287	787
